chimeraid	tagid	txid1	txid2	geneid1	geneid2	symbol1	symbol2	type1	type2	locusid1	locusid2	locus1	locus2	groupid1	groupid2	score1	score2	score
chimera_4809	tag_674808|1|l	MI0000391_mmu-mir-293	ENSMUST00000105566	MI0000391_mmu-mir-293	ENSMUSG00000006586	mmu-mir-293	Runx1t1-201	miRNA	protein_coding	locus_411	locus_10108	chr7:3220375:3220422:+	chr4:13890642:13890674:+	group_277	group_75	1.0	0.000756837300413	0.000756837300413
chimera_4810	tag_674808|1|l	MI0000391_mmu-mir-293	ENSMUST00000052478	MI0000391_mmu-mir-293	ENSMUSG00000043753	mmu-mir-293	Dmrta1-001	miRNA	protein_coding	locus_411	locus_10655	chr7:3220375:3220422:+	chr4:89692351:89692372:+	group_277	group_75	1.0	0.000756837300413	0.000756837300413
chimera_4811	tag_674808|1|l	MI0000391_mmu-mir-293	ENSMUST00000106635	MI0000391_mmu-mir-293	ENSMUSG00000051497	mmu-mir-293	Kcnj16-201	miRNA	protein_coding	locus_411	locus_2311	chr7:3220375:3220422:+	chr11:111027103:111027130:+	group_277	group_75	1.0	0.000756837300413	0.000756837300413
chimera_4812	tag_674808|1|l	MI0000391_mmu-mir-293	ENSMUST00000180023	MI0000391_mmu-mir-293	ENSMUSG00000051497	mmu-mir-293	Kcnj16-201	miRNA	protein_coding	locus_411	locus_2311	chr7:3220375:3220422:+	chr11:111027103:111027130:+	group_277	group_75	1.0	0.000756837300413	0.000756837300413
chimera_4813	tag_674808|1|l	MI0000391_mmu-mir-293	ENSMUST00000106636	MI0000391_mmu-mir-293	ENSMUSG00000051497	mmu-mir-293	Kcnj16-201	miRNA	protein_coding	locus_411	locus_2311	chr7:3220375:3220422:+	chr11:111027103:111027130:+	group_277	group_75	1.0	0.000756837300413	0.000756837300413
chimera_4814	tag_674808|1|l	MI0000391_mmu-mir-293	ENSMUST00000178798	MI0000391_mmu-mir-293	ENSMUSG00000051497	mmu-mir-293	Kcnj16-201	miRNA	protein_coding	locus_411	locus_2311	chr7:3220375:3220422:+	chr11:111027103:111027130:+	group_277	group_75	1.0	0.000756837300413	0.000756837300413
chimera_4815	tag_674808|1|l	MI0000391_mmu-mir-293	ENSMUST00000183878	MI0000391_mmu-mir-293	ENSMUSG00000099170	mmu-mir-293	5730403I07Rik-001	miRNA	lincRNA	locus_411	locus_15016	chr7:3220375:3220422:+	chr9:77367215:77367248:-	group_277	group_75	1.0	0.000756837300413	0.000756837300413
chimera_4816	tag_674808|1|l	MI0000391_mmu-mir-293	ENSMUST00000194928	MI0000391_mmu-mir-293	ENSMUSG00000104063	mmu-mir-293	Pcdhgb7-001	miRNA	protein_coding	locus_411	locus_6764	chr7:3220375:3220422:+	chr18:37840402:37840443:+	group_277	group_75	1.0	0.000756837300413	0.000756837300413
chimera_4817	tag_674808|1|l	MI0000391_mmu-mir-293	ENSMUST00000116437	MI0000391_mmu-mir-293	ENSMUSG00000027287	mmu-mir-293	Snap23-008	miRNA	processed_transcript	locus_411	locus_7561	chr7:3220375:3220422:+	chr2:120600031:120600063:+	group_277	group_75	1.0	0.000756837300413	0.000756837300413
chimera_4818	tag_674808|1|l	MI0000391_mmu-mir-293	ENSMUST00000146322	MI0000391_mmu-mir-293	ENSMUSG00000031864	mmu-mir-293	Ints10-008	miRNA	retained_intron	locus_411	locus_14037	chr7:3220375:3220422:+	chr8:68798611:68798640:+	group_277	group_75	1.0	0.000756837300413	0.000756837300413
chimera_4819	tag_674808|1|l	MI0000391_mmu-mir-293	ENSMUST00000139288	MI0000391_mmu-mir-293	ENSMUSG00000085087	mmu-mir-293	Gm13528-001	miRNA	antisense	locus_411	locus_8520	chr7:3220375:3220422:+	chr2:33181814:33181852:+	group_277	group_75	1.0	0.000756837300413	0.000756837300413
chimera_4820	tag_674808|1|l	MI0000391_mmu-mir-293	ENSMUST00000084103	MI0000391_mmu-mir-293	ENSMUSG00000029050	mmu-mir-293	Ski-001	miRNA	protein_coding	locus_411	locus_10289	chr7:3220375:3220422:+	chr4:155154758:155154787:-	group_277	group_75	1.0	0.000756837300413	0.000756837300413
chimera_4821	tag_674808|1|l	MI0000391_mmu-mir-293	ENSMUST00000019791	MI0000391_mmu-mir-293	ENSMUSG00000019647	mmu-mir-293	Sema6a-201	miRNA	protein_coding	locus_411	locus_6798	chr7:3220375:3220422:+	chr18:47248000:47248040:-	group_277	group_75	1.0	0.000715927176066	0.000715927176066
chimera_4822	tag_674808|1|l	MI0000391_mmu-mir-293	ENSMUST00000135790	MI0000391_mmu-mir-293	ENSMUSG00000019647	mmu-mir-293	Sema6a-201	miRNA	protein_coding	locus_411	locus_6798	chr7:3220375:3220422:+	chr18:47248000:47248040:-	group_277	group_75	1.0	0.000715927176066	0.000715927176066
chimera_4823	tag_674808|1|l	MI0000391_mmu-mir-293	ENSMUST00000032263	MI0000391_mmu-mir-293	ENSMUSG00000030160	mmu-mir-293	Tmem52b-201	miRNA	protein_coding	locus_411	locus_11877	chr7:3220375:3220422:+	chr6:129518076:129518097:+	group_277	group_75	1.0	0.000756837300413	0.000756837300413
chimera_4824	tag_674808|1|l	MI0000391_mmu-mir-293	ENSMUST00000127408	MI0000391_mmu-mir-293	ENSMUSG00000085500	mmu-mir-293	Gm16976-002	miRNA	processed_transcript	locus_411	locus_4768	chr7:3220375:3220422:+	chr14:44974554:44974589:+	group_277	group_75	1.0	0.000681153570371	0.000681153570371
chimera_4825	tag_674808|1|l	MI0000391_mmu-mir-293	ENSMUST00000037240	MI0000391_mmu-mir-293	ENSMUSG00000022315	mmu-mir-293	Slc30a8-001	miRNA	protein_coding	locus_411	locus_5178	chr7:3220375:3220422:+	chr15:52295595:52295620:+	group_277	group_75	1.0	0.000756837300413	0.000756837300413
chimera_4826	tag_674808|1|l	MI0000391_mmu-mir-293	ENSMUST00000050544	MI0000391_mmu-mir-293	ENSMUSG00000022367	mmu-mir-293	Has2-001	miRNA	protein_coding	locus_411	locus_5198	chr7:3220375:3220422:+	chr15:56667596:56667636:-	group_277	group_75	1.0	0.000756837300413	0.000756837300413
chimera_4827	tag_674808|1|l	MI0000391_mmu-mir-293	ENSMUST00000033952	MI0000391_mmu-mir-293	ENSMUSG00000031548	mmu-mir-293	Sfrp1-001	miRNA	protein_coding	locus_411	locus_13829	chr7:3220375:3220422:+	chr8:23447042:23447066:+	group_277	group_75	1.0	0.000756837300413	0.000756837300413
chimera_4828	tag_674808|1|l	MI0000391_mmu-mir-293	ENSMUST00000124321	MI0000391_mmu-mir-293	ENSMUSG00000031201	mmu-mir-293	Brcc3-005	miRNA	retained_intron	locus_411	locus_15696	chr7:3220375:3220422:+	chrX:75435126:75435148:+	group_277	group_75	1.0	0.000756837300413	0.000756837300413
chimera_4829	tag_674808|1|l	MI0000391_mmu-mir-293	ENSMUST00000155774	MI0000391_mmu-mir-293	ENSMUSG00000020798	mmu-mir-293	Spns3-002	miRNA	protein_coding	locus_411	locus_2985	chr7:3220375:3220422:+	chr11:72495258:72495285:-	group_277	group_75	1.0	0.000756837300413	0.000756837300413
chimera_4830	tag_674808|1|l	MI0000391_mmu-mir-293	ENSMUST00000022787	MI0000391_mmu-mir-293	ENSMUSG00000022180	mmu-mir-293	Slc7a8-201	miRNA	protein_coding	locus_411	locus_4833	chr7:3220375:3220422:+	chr14:54723974:54723996:-	group_277	group_75	1.0	0.000756837300413	0.000756837300413
chimera_4831	tag_674808|1|l	MI0000391_mmu-mir-293	ENSMUST00000095070	MI0000391_mmu-mir-293	ENSMUSG00000070972	mmu-mir-293	Dnajc25-001	miRNA	nonsense_mediated_decay	locus_411	locus_10555	chr7:3220375:3220422:+	chr4:59024262:59024299:+	group_277	group_75	1.0	0.000756837300413	0.000756837300413
chimera_4832	tag_674808|1|l	MI0000391_mmu-mir-293	ENSMUST00000098666	MI0000391_mmu-mir-293	ENSMUSG00000074272	mmu-mir-293	Ceacam1-202	miRNA	protein_coding	locus_411	locus_12883	chr7:3220375:3220422:+	chr7:25463634:25463679:-	group_277	group_75	1.0	0.000698619046535	0.000698619046535
chimera_4833	tag_674808|1|l	MI0000391_mmu-mir-293	ENSMUST00000098668	MI0000391_mmu-mir-293	ENSMUSG00000074272	mmu-mir-293	Ceacam1-202	miRNA	protein_coding	locus_411	locus_12883	chr7:3220375:3220422:+	chr7:25463634:25463679:-	group_277	group_75	1.0	0.000698619046535	0.000698619046535
chimera_4834	tag_674808|1|l	MI0000391_mmu-mir-293	ENSMUST00000098669	MI0000391_mmu-mir-293	ENSMUSG00000074272	mmu-mir-293	Ceacam1-202	miRNA	protein_coding	locus_411	locus_12883	chr7:3220375:3220422:+	chr7:25463634:25463679:-	group_277	group_75	1.0	0.000698619046535	0.000698619046535
chimera_4835	tag_674808|1|l	MI0000391_mmu-mir-293	ENSMUST00000133648	MI0000391_mmu-mir-293	ENSMUSG00000086735	mmu-mir-293	Gm13977-001	miRNA	antisense	locus_411	locus_7481	chr7:3220375:3220422:+	chr2:115560728:115560756:-	group_277	group_75	1.0	0.000756837300413	0.000756837300413
chimera_4836	tag_674808|1|l	MI0000391_mmu-mir-293	ENSMUST00000110908	MI0000391_mmu-mir-293	ENSMUSG00000027210	mmu-mir-293	Meis2-015	miRNA	retained_intron	locus_411	locus_7484	chr7:3220375:3220422:+	chr2:115863448:115863476:-	group_277	group_75	1.0	0.000643311705351	0.000643311705351
chimera_4837	tag_674808|1|l	MI0000391_mmu-mir-293	ENSMUST00000020362	MI0000391_mmu-mir-293	ENSMUSG00000020155	mmu-mir-293	Kcnmb1-001	miRNA	protein_coding	locus_411	locus_2571	chr7:3220375:3220422:+	chr11:33973482:33973507:+	group_277	group_75	1.0	0.000756837300413	0.000756837300413
chimera_4838	tag_674808|1|l	MI0000391_mmu-mir-293	ENSMUST00000052413	MI0000391_mmu-mir-293	ENSMUSG00000002699	mmu-mir-293	Lcp2-201	miRNA	protein_coding	locus_411	locus_2573	chr7:3220375:3220422:+	chr11:34091527:34091553:+	group_277	group_75	1.0	0.000756837300413	0.000756837300413
chimera_4839	tag_674808|1|l	MI0000391_mmu-mir-293	ENSMUST00000169878	MI0000391_mmu-mir-293	ENSMUSG00000002699	mmu-mir-293	Lcp2-201	miRNA	protein_coding	locus_411	locus_2573	chr7:3220375:3220422:+	chr11:34091527:34091553:+	group_277	group_75	1.0	0.000756837300413	0.000756837300413
chimera_4840	tag_674808|1|l	MI0000391_mmu-mir-293	ENSMUST00000147978	MI0000391_mmu-mir-293	ENSMUSG00000068040	mmu-mir-293	Tm9sf4-005	miRNA	retained_intron	locus_411	locus_7870	chr7:3220375:3220422:+	chr2:153192848:153192866:+	group_277	group_75	1.0	0.000756837300413	0.000756837300413
chimera_4841	tag_674808|1|l	MI0000391_mmu-mir-293	ENSMUST00000024858	MI0000391_mmu-mir-293	ENSMUSG00000024064	mmu-mir-293	Galnt14-003	miRNA	protein_coding	locus_411	locus_6535	chr7:3220375:3220422:+	chr17:73493430:73493453:-	group_277	group_75	1.0	0.000756837300413	0.000756837300413
chimera_4842	tag_674808|1|l	MI0000391_mmu-mir-293	ENSMUST00000021715	MI0000391_mmu-mir-293	ENSMUSG00000021287	mmu-mir-293	Xrcc3-005	miRNA	processed_transcript	locus_411	locus_3564	chr7:3220375:3220422:+	chr12:111804065:111804119:-	group_277	group_75	1.0	0.000634407737111	0.000634407737111
chimera_4843	tag_674808|1|l	MI0000391_mmu-mir-293	ENSMUST00000084524	MI0000391_mmu-mir-293	ENSMUSG00000066148	mmu-mir-293	Prpf4-002	miRNA	processed_transcript	locus_411	locus_10576	chr7:3220375:3220422:+	chr4:62424549:62424576:+	group_277	group_75	1.0	0.000756837300413	0.000756837300413
chimera_4844	tag_674808|1|l	MI0000391_mmu-mir-293	ENSMUST00000025477	MI0000391_mmu-mir-293	ENSMUSG00000056812	mmu-mir-293	St8sia3-004	miRNA	retained_intron	locus_411	locus_6863	chr7:3220375:3220422:+	chr18:64272313:64272341:+	group_277	group_75	1.0	0.000756837300413	0.000756837300413
chimera_4845	tag_674808|1|l	MI0000391_mmu-mir-293	ENSMUST00000145608	MI0000391_mmu-mir-293	ENSMUSG00000037788	mmu-mir-293	Vopp1-004	miRNA	processed_transcript	locus_411	locus_12226	chr7:3220375:3220422:+	chr6:57758875:57758910:-	group_277	group_75	1.0	0.000747933332173	0.000747933332173
chimera_4846	tag_674808|1|l	MI0000391_mmu-mir-293	ENSMUST00000180753	MI0000391_mmu-mir-293	ENSMUSG00000097491	mmu-mir-293	Gm2366-001	miRNA	antisense	locus_411	locus_13958	chr7:3220375:3220422:+	chr8:45019583:45019607:-	group_277	group_75	1.0	0.000756837300413	0.000756837300413
chimera_4847	tag_674808|1|l	MI0000391_mmu-mir-293	ENSMUST00000001703	MI0000391_mmu-mir-293	ENSMUSG00000001657	mmu-mir-293	Hoxc8-002	miRNA	retained_intron	locus_411	locus_5092	chr7:3220375:3220422:+	chr15:102993206:102993231:+	group_277	group_75	1.0	0.000756837300413	0.000756837300413
chimera_4848	tag_674808|1|l	MI0000391_mmu-mir-293	ENSMUST00000189484	MI0000391_mmu-mir-293	ENSMUSG00000001657	mmu-mir-293	Hoxc8-002	miRNA	retained_intron	locus_411	locus_5092	chr7:3220375:3220422:+	chr15:102993206:102993231:+	group_277	group_75	1.0	0.000756837300413	0.000756837300413
chimera_4849	tag_674808|1|l	MI0000391_mmu-mir-293	ENSMUST00000025931	MI0000391_mmu-mir-293	ENSMUSG00000024975	mmu-mir-293	Pdcd4-203	miRNA	protein_coding	locus_411	locus_7244	chr7:3220375:3220422:+	chr19:53929634:53929658:+	group_277	group_75	1.0	0.000756837300413	0.000756837300413
chimera_4850	tag_674808|1|l	MI0000391_mmu-mir-293	ENSMUST00000074371	MI0000391_mmu-mir-293	ENSMUSG00000024975	mmu-mir-293	Pdcd4-203	miRNA	protein_coding	locus_411	locus_7244	chr7:3220375:3220422:+	chr19:53929634:53929658:+	group_277	group_75	1.0	0.000756837300413	0.000756837300413
chimera_4851	tag_674808|1|l	MI0000391_mmu-mir-293	ENSMUST00000040153	MI0000391_mmu-mir-293	ENSMUSG00000036192	mmu-mir-293	Rorb-005	miRNA	protein_coding	locus_411	locus_7027	chr7:3220375:3220422:+	chr19:18936315:18936356:-	group_277	group_75	1.0	0.000697862965316	0.000697862965316
chimera_4852	tag_674808|1|l	MI0000391_mmu-mir-293	ENSMUST00000139783	MI0000391_mmu-mir-293	ENSMUSG00000055865	mmu-mir-293	Fam19a3-002	miRNA	processed_transcript	locus_411	locus_8931	chr7:3220375:3220422:+	chr3:104769792:104769814:-	group_277	group_75	1.0	0.000756837300413	0.000756837300413
chimera_4853	tag_674808|1|l	MI0000391_mmu-mir-293	ENSMUST00000133112	MI0000391_mmu-mir-293	ENSMUSG00000024413	mmu-mir-293	Npc1-006	miRNA	processed_transcript	locus_411	locus_6656	chr7:3220375:3220422:+	chr18:12219879:12219903:-	group_277	group_75	1.0	0.000756837300413	0.000756837300413
chimera_4854	tag_674808|1|l	MI0000391_mmu-mir-293	ENSMUST00000149211	MI0000391_mmu-mir-293	ENSMUSG00000024413	mmu-mir-293	Npc1-006	miRNA	processed_transcript	locus_411	locus_6656	chr7:3220375:3220422:+	chr18:12219879:12219903:-	group_277	group_75	1.0	0.000756837300413	0.000756837300413
chimera_4855	tag_674808|1|l	MI0000391_mmu-mir-293	ENSMUST00000181058	MI0000391_mmu-mir-293	ENSMUSG00000097279	mmu-mir-293	Gm5106-201	miRNA	lincRNA	locus_411	locus_11570	chr7:3220375:3220422:+	chr5:8773673:8773697:-	group_277	group_75	1.0	0.000756837300413	0.000756837300413
chimera_4856	tag_674808|1|l	MI0000391_mmu-mir-293	ENSMUST00000025166	MI0000391_mmu-mir-293	ENSMUSG00000024304	mmu-mir-293	Cdh2-003	miRNA	protein_coding	locus_411	locus_6668	chr7:3220375:3220422:+	chr18:16808694:16808732:-	group_277	group_75	1.0	0.000756837300413	0.000756837300413
chimera_4857	tag_674808|1|l	MI0000391_mmu-mir-293	ENSMUST00000137436	MI0000391_mmu-mir-293	ENSMUSG00000026890	mmu-mir-293	Lhx6-201	miRNA	protein_coding	locus_411	locus_8549	chr7:3220375:3220422:+	chr2:36101693:36101728:-	group_277	group_75	1.0	0.000756837300413	0.000756837300413
chimera_4858	tag_674808|1|l	MI0000391_mmu-mir-293	ENSMUST00000144755	MI0000391_mmu-mir-293	ENSMUSG00000049152	mmu-mir-293	Ugt3a2-002	miRNA	retained_intron	locus_411	locus_5443	chr7:3220375:3220422:+	chr15:9362360:9362386:+	group_277	group_75	1.0	0.00056762797531	0.00056762797531
chimera_4859	tag_674808|1|l	MI0000391_mmu-mir-293	ENSMUST00000182765	MI0000391_mmu-mir-293	ENSMUSG00000056370	mmu-mir-293	Sftpb-201	miRNA	protein_coding	locus_411	locus_12271	chr7:3220375:3220422:+	chr6:72306423:72306450:+	group_277	group_75	1.0	0.000756837300413	0.000756837300413
chimera_4860	tag_674808|1|l	MI0000391_mmu-mir-293	ENSMUST00000109867	MI0000391_mmu-mir-293	ENSMUSG00000041961	mmu-mir-293	Znrf3-003	miRNA	protein_coding	locus_411	locus_2712	chr7:3220375:3220422:+	chr11:5279623:5279649:-	group_277	group_75	1.0	0.000756837300413	0.000756837300413
chimera_4861	tag_674808|1|l	MI0000391_mmu-mir-293	ENSMUST00000108909	MI0000391_mmu-mir-293	ENSMUSG00000023033	mmu-mir-293	Scn8a-203	miRNA	protein_coding	locus_411	locus_5052	chr7:3220375:3220422:+	chr15:101041174:101041206:+	group_277	group_75	1.0	0.00067501705172	0.00067501705172
chimera_4862	tag_674808|1|l	MI0000391_mmu-mir-293	ENSMUST00000108910	MI0000391_mmu-mir-293	ENSMUSG00000023033	mmu-mir-293	Scn8a-203	miRNA	protein_coding	locus_411	locus_5052	chr7:3220375:3220422:+	chr15:101041174:101041206:+	group_277	group_75	1.0	0.00067501705172	0.00067501705172
chimera_4863	tag_674808|1|l	MI0000391_mmu-mir-293	ENSMUST00000182814	MI0000391_mmu-mir-293	ENSMUSG00000098112	mmu-mir-293	Bin2-003	miRNA	retained_intron	locus_411	locus_5050	chr7:3220375:3220422:+	chr15:100641306:100641352:-	group_277	group_75	1.0	0.000756837300413	0.000756837300413
chimera_4864	tag_674808|1|l	MI0000391_mmu-mir-293	ENSMUST00000028727	MI0000391_mmu-mir-293	ENSMUSG00000027273	mmu-mir-293	Snap25-003	miRNA	retained_intron	locus_411	locus_7754	chr7:3220375:3220422:+	chr2:136781959:136781997:+	group_277	group_319	1.0	0.0286411535029	0.0286411535029
chimera_4865	tag_674808|1|l	MI0000391_mmu-mir-293	ENSMUST00000165495	MI0000391_mmu-mir-293	ENSMUSG00000078580	mmu-mir-293	E430018J23Rik-003	miRNA	protein_coding	locus_411	locus_12611	chr7:3220375:3220422:+	chr7:127389882:127389917:-	group_277	group_409	1.0	0.017272736994	0.017272736994
chimera_4866	tag_674808|1|l	MI0000391_mmu-mir-293	ENSMUST00000160367	MI0000391_mmu-mir-293	ENSMUSG00000071324	mmu-mir-293	Armc2-201	miRNA	protein_coding	locus_411	locus_1665	chr7:3220375:3220422:+	chr10:41975844:41975877:-	group_277	group_223	1.0	0.000619550534291	0.000619550534291
chimera_4867	tag_674808|1|l	MI0000391_mmu-mir-293	ENSMUST00000186779	MI0000391_mmu-mir-293	ENSMUSG00000026017	mmu-mir-293	Carf-201	miRNA	protein_coding	locus_411	locus_1072	chr7:3220375:3220422:+	chr1:60140192:60140242:+	group_277	group_223	1.0	0.000593735928696	0.000593735928696
chimera_4868	tag_674808|1|l	MI0000391_mmu-mir-293	ENSMUST00000189556	MI0000391_mmu-mir-293	ENSMUSG00000040710	mmu-mir-293	St8sia4-003	miRNA	retained_intron	locus_411	locus_1377	chr7:3220375:3220422:+	chr1:95625800:95625826:-	group_277	group_223	1.0	0.000774438167863	0.000774438167863
chimera_4869	tag_674808|1|l	MI0000391_mmu-mir-293	ENSMUST00000147931	MI0000391_mmu-mir-293	ENSMUSG00000033557	mmu-mir-293	Fam20b-002	miRNA	retained_intron	locus_411	locus_414	chr7:3220375:3220422:+	chr1:156704727:156704761:-	group_277	group_238	1.0	0.00127890492746	0.00127890492746
chimera_4870	tag_674808|1|l	MI0000391_mmu-mir-293	ENSMUST00000181002	MI0000391_mmu-mir-293	ENSMUSG00000097109	mmu-mir-293	Gm26580-201	miRNA	lincRNA	locus_411	locus_817	chr7:3220375:3220422:+	chr1:21960347:21960371:+	group_277	group_24	1.0	0.000619550534291	0.000619550534291
chimera_4871	tag_674808|1|l	MI0000391_mmu-mir-293	ENSMUST00000193482	MI0000391_mmu-mir-293	ENSMUSG00000039318	mmu-mir-293	Rab3gap2-006	miRNA	retained_intron	locus_411	locus_748	chr7:3220375:3220422:+	chr1:185276462:185276484:+	group_277	group_208	1.0	0.00109565399885	0.00109565399885
chimera_4872	tag_1694601|3|r	MI0000389_mmu-mir-291a	ENSMUST00000182010	MI0000389_mmu-mir-291a	ENSMUSG00000098178	mmu-mir-291a	Yam1-001	miRNA	lincRNA	locus_404	locus_6328	chr7:3218922:3218961:+	chr17:39847545:39847603:+	group_271	group_1862	1.0	1.0	1.0
chimera_4873	tag_49177|1|l	MI0004658_mmu-mir-690	ENSMUST00000110467	MI0004658_mmu-mir-690	ENSMUSG00000069303	mmu-mir-690	Hist1h2br-201	miRNA	protein_coding	locus_147	locus_4142	chr16:28599935:28599984:-	chr13:21837083:21837110:+	group_140	group_937	1.0	1.0	1.0
chimera_4874	tag_49177|1|l	MI0004658_mmu-mir-690	ENSMUST00000154002	MI0004658_mmu-mir-690	ENSMUSG00000035901	mmu-mir-690	Dennd5a-008	miRNA	retained_intron	locus_147	locus_12472	chr16:28599935:28599984:-	chr7:109908070:109908089:-	group_140	group_937	1.0	1.0	1.0
chimera_4875	tag_49177|1|l	MI0004658_mmu-mir-690	ENSMUST00000091749	MI0004658_mmu-mir-690	ENSMUSG00000069307	mmu-mir-690	Hist1h2bq-201	miRNA	protein_coding	locus_147	locus_4129	chr16:28599935:28599984:-	chr13:21806831:21806858:-	group_140	group_937	1.0	1.0	1.0
chimera_4876	tag_49177|1|l	MI0004658_mmu-mir-690	ENSMUST00000110469	MI0004658_mmu-mir-690	ENSMUSG00000069307	mmu-mir-690	Hist1h2bq-201	miRNA	protein_coding	locus_147	locus_4129	chr16:28599935:28599984:-	chr13:21806831:21806858:-	group_140	group_937	1.0	1.0	1.0
chimera_4877	tag_545165|1|r	MI0000392_mmu-mir-294	ENSMUST00000033846	MI0000392_mmu-mir-294	ENSMUSG00000031465	mmu-mir-294	Angpt2-002	miRNA	processed_transcript	locus_413	locus_13790	chr7:3220671:3220724:+	chr8:18691250:18691276:-	group_279	group_281	1.0	0.0688626931549	0.0688626931549
chimera_4878	tag_545165|1|r	MI0000392_mmu-mir-294	ENSMUST00000108074	MI0000392_mmu-mir-294	ENSMUSG00000066571	mmu-mir-294	4931406P16Rik-201	miRNA	protein_coding	locus_413	locus_13032	chr7:3220671:3220724:+	chr7:34237523:34237550:-	group_279	group_281	1.0	0.0594723259064	0.0594723259064
chimera_4879	tag_545165|1|r	MI0000392_mmu-mir-294	ENSMUST00000085592	MI0000392_mmu-mir-294	ENSMUSG00000066571	mmu-mir-294	4931406P16Rik-201	miRNA	protein_coding	locus_413	locus_13032	chr7:3220671:3220724:+	chr7:34237523:34237550:-	group_279	group_281	1.0	0.0594723259064	0.0594723259064
chimera_4880	tag_545165|1|r	MI0000392_mmu-mir-294	ENSMUST00000153031	MI0000392_mmu-mir-294	ENSMUSG00000037990	mmu-mir-294	Sh3rf3-005	miRNA	processed_transcript	locus_413	locus_1742	chr7:3220671:3220724:+	chr10:59137162:59137187:+	group_279	group_208	1.0	0.00332810453851	0.00332810453851
chimera_4881	tag_545165|1|r	MI0000392_mmu-mir-294	ENSMUST00000146018	MI0000392_mmu-mir-294	ENSMUSG00000039943	mmu-mir-294	Plcb4-201	miRNA	protein_coding	locus_413	locus_7748	chr7:3220671:3220724:+	chr2:135659614:135659651:+	group_279	group_208	1.0	0.00457614374046	0.00457614374046
chimera_4882	tag_545165|1|r	MI0000392_mmu-mir-294	ENSMUST00000139480	MI0000392_mmu-mir-294	ENSMUSG00000039943	mmu-mir-294	Plcb4-201	miRNA	protein_coding	locus_413	locus_7748	chr7:3220671:3220724:+	chr2:135659614:135659651:+	group_279	group_208	1.0	0.00457614374046	0.00457614374046
chimera_4883	tag_545165|1|r	MI0000392_mmu-mir-294	ENSMUST00000029709	MI0000392_mmu-mir-294	ENSMUSG00000028071	mmu-mir-294	Sh2d2a-003	miRNA	retained_intron	locus_413	locus_9479	chr7:3220671:3220724:+	chr3:87854814:87854841:+	group_279	group_208	1.0	0.00457614374046	0.00457614374046
chimera_4884	tag_845247|1|r	MI0000392_mmu-mir-294	ENSMUST00000071487	MI0000392_mmu-mir-294	ENSMUSG00000037331	mmu-mir-294	Larp1-201	miRNA	protein_coding	locus_413	locus_2759	chr7:3220671:3220724:+	chr11:58060457:58060476:+	group_279	group_981	1.0	1.0	1.0
chimera_4885	tag_845247|1|r	MI0000392_mmu-mir-294	ENSMUST00000178636	MI0000392_mmu-mir-294	ENSMUSG00000037331	mmu-mir-294	Larp1-201	miRNA	protein_coding	locus_413	locus_2759	chr7:3220671:3220724:+	chr11:58060457:58060476:+	group_279	group_981	1.0	1.0	1.0
chimera_4886	tag_49167|18|l	MI0004658_mmu-mir-690	ENSMUST00000137271	MI0004658_mmu-mir-690	ENSMUSG00000030177	mmu-mir-690	Ccdc77-009	miRNA	nonsense_mediated_decay	locus_147	locus_11762	chr16:28599935:28599984:-	chr6:120348333:120348354:-	group_140	group_2895	1.0	1.0	1.0
chimera_4887	tag_49167|18|l	MI0004658_mmu-mir-690	ENSMUST00000049184	MI0004658_mmu-mir-690	ENSMUSG00000034911	mmu-mir-690	Ushbp1-201	miRNA	protein_coding	locus_147	locus_14122	chr16:28599935:28599984:-	chr8:71384393:71384414:-	group_140	group_2895	1.0	1.0	1.0
chimera_4888	tag_998388|2|r	MI0000390_mmu-mir-292a	ENSMUST00000182010	MI0000390_mmu-mir-292a	ENSMUSG00000098178	mmu-mir-292a	Yam1-001	miRNA	lincRNA	locus_407	locus_6333	chr7:3219234:3219266:+	chr17:39847709:39847801:+	group_274	group_1867	1.0	1.0	1.0
chimera_4889	tag_1509233|1|l	MI0005521_mmu-mir-92b	ENSMUST00000182010	MI0005521_mmu-mir-92b	ENSMUSG00000098178	mmu-mir-92b	Yam1-001	miRNA	lincRNA	locus_338	locus_6334	chr3:89227123:89227152:-	chr17:39847755:39847884:+	group_214	group_231	1.0	0.5	0.5
chimera_4890	tag_768219|1|l	MI0014061_mmu-mir-669a-7	ENSMUST00000147638	MI0014061_mmu-mir-669a-7	ENSMUSG00000086801	mmu-mir-669a-7	Gm15943-001	miRNA	processed_transcript	locus_229	locus_5215	chr2:10486691:10486739:+	chr15:58321780:58321805:+	group_172	group_1601	0.652969204603	1.0	0.652969204603
chimera_4891	tag_768219|1|l	MI0009945_mmu-mir-669o	ENSMUST00000147638	MI0009945_mmu-mir-669o	ENSMUSG00000086801	mmu-mir-669o	Gm15943-001	miRNA	processed_transcript	locus_295	locus_5215	chr2:10514335:10514395:+	chr15:58321780:58321805:+	group_172	group_1601	0.621500809201	1.0	0.621500809201
chimera_4892	tag_768219|1|l	MI0014068_mmu-mir-669a-9	ENSMUST00000147638	MI0014068_mmu-mir-669a-9	ENSMUSG00000086801	mmu-mir-669a-9	Gm15943-001	miRNA	processed_transcript	locus_247	locus_5215	chr2:10494066:10494114:+	chr15:58321780:58321805:+	group_172	group_1601	0.652969204603	1.0	0.652969204603
